molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL550396,CC(Cc1ccc(Oc2cc(N3CCN(c4ccccc4)CC3)nc(N)n2)cc1)(Oc1ccccc1)C(=O)O,Full Agonist,4.94
CHEMBL557244,CC(Cc1ccc(Oc2cc(N3CCN(c4cccc(Cl)c4)CC3)nc(N)n2)cc1)(Oc1ccccc1)C(=O)O,Full Agonist,4.47
CHEMBL561327,CC(Cc1ccc(Oc2cc(N3CCN(c4ncccn4)CC3)nc(N)n2)cc1)(Oc1ccccc1)C(=O)O,Full Agonist,6.13
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.05
CHEMBL552347,CCCCC(Sc1ccc(OCCCOc2ccccc2)cc1)C(=O)O,Full Agonist,2.6
CHEMBL549723,CCCCC(Sc1ccc(OCCCOc2ccccc2C)cc1)C(=O)O,Full Agonist,2.3
CHEMBL560484,CCCCC(Sc1ccc(OCCCOc2cccc(C)c2)cc1)C(=O)O,Full Agonist,3
CHEMBL557342,CCCCC(Sc1ccc(OCCCOc2ccc(C)cc2)cc1)C(=O)O,Full Agonist,0.93
CHEMBL561544,CCCCC(Sc1ccc(OCCCOc2ccc(C)c(C)c2)cc1)C(=O)O,Full Agonist,3.5
CHEMBL558141,CCCCC(Sc1ccc(OCCCOc2cccc(C)c2C)cc1)C(=O)O,Full Agonist,3
CHEMBL551479,CCCC[C@@H](Sc1ccc(OCCCOc2cccc(C)c2C)cc1)C(=O)O,Full Agonist,3.9
CHEMBL551480,CCCC[C@H](Sc1ccc(OCCCOc2cccc(C)c2C)cc1)C(=O)O,Full Agonist,9.9
CHEMBL558072,CCCCC(Sc1ccc(OCCCOc2cccc3c2CCCC3)cc1)C(=O)O,Full Agonist,8.1
CHEMBL560205,CCCCC(Sc1ccc(OCCCOc2ccccc2OC)cc1)C(=O)O,Full Agonist,1.6
CHEMBL550332,CCCCC(Sc1ccc(OCCCOc2cccc(OC)c2)cc1)C(=O)O,Full Agonist,1.2
CHEMBL561284,CCCCC(Sc1ccc(OCCCOc2ccccc2C(C)C)cc1)C(=O)O,Full Agonist,4.1
CHEMBL563546,CCCCC(Sc1ccc(OCCCOc2cccc(C(C)C)c2)cc1)C(=O)O,Full Agonist,5.3
CHEMBL564017,CCCCC(Sc1ccc(OCCCOc2cccc(C(F)(F)F)c2)cc1)C(=O)O,Full Agonist,4.6
CHEMBL551884,CCCCC(Sc1ccc(OCCCOc2ccc(Cl)c(C(F)(F)F)c2)cc1)C(=O)O,Full Agonist,7.8
CHEMBL563351,CCCCC(Sc1ccc(OCCCOc2ccc(-c3ccccc3)cc2)cc1)C(=O)O,Full Agonist,0.54
CHEMBL551420,CCCCC(Sc1ccc(OCCCOc2ccc3ncccc3c2)cc1)C(=O)O,Full Agonist,1.3
CHEMBL562786,Cc1cccc(OCCCOc2ccc(SCC(=O)O)cc2)c1C,Full Agonist,3.8
CHEMBL561006,Cc1cccc(OCCCOc2ccc(CCC(=O)O)cc2)c1C,Partial Agonist,15.7
CHEMBL559752,CCCCC(Cc1ccc(OCCCOc2cccc(C)c2C)cc1)C(=O)O,Full Agonist,4.2
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.039
CHEMBL489075,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(CCc2ccccc2)cc1,Full Agonist,0.4
CHEMBL573015,O=C(O)C(Cc1ccccc1)Oc1ccc(CSc2ccccc2)cc1,Full Agonist,0.4
CHEMBL574606,O=C(O)C(Cc1ccccc1)Oc1ccc(C#Cc2ccccc2)cc1,Full Agonist,0.54
CHEMBL191275,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,0.56
CHEMBL489074,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,Full Agonist,0.572
CHEMBL572794,O=C(O)C(Cc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,Full Agonist,0.58
CHEMBL573018,O=C(O)C(Cc1ccccc1)Oc1ccc(/C=C/c2ccccc2)cc1,Full Agonist,0.72
CHEMBL574386,O=C(O)C(Cc1ccccc1)Oc1ccc(CCc2ccccc2)cc1,Full Agonist,0.86
CHEMBL574607,O=C(O)C(Cc1ccccc1)Oc1ccc(CCCc2ccccc2)cc1,Full Agonist,0.87
CHEMBL578860,O=C(O)C(Cc1ccccc1)Oc1ccc(Oc2ccccc2)cc1,Full Agonist,1.21
CHEMBL573252,O=C(O)C(Cc1ccccc1)Oc1ccc(SCc2ccccc2)cc1,Full Agonist,1.4
CHEMBL572795,O=C([O-])C(Cc1ccccc1)Oc1ccc(/C=C\c2ccccc2)cc1.[Na+],Full Agonist,1.5
CHEMBL575687,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(CCc2ccccc2)cc1,Full Agonist,1.6
CHEMBL572565,O=C(O)C(Cc1ccccc1)Oc1ccc(OCc2ccccc2)cc1,Full Agonist,2.4
CHEMBL572566,O=C(O)C(Cc1ccccc1)Oc1ccc(COc2ccccc2)cc1,Full Agonist,3
CHEMBL583300,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,Full Agonist,5.7
CHEMBL573492,O=C(Cc1ccccc1)c1ccc(OC(Cc2ccccc2)C(=O)[O-])cc1.[Na+],Full Agonist,9.1
CHEMBL574824,O=C(O)C(Cc1ccccc1)Oc1ccc(CNc2ccccc2)cc1,Full Agonist,9.4
CHEMBL583759,O=C(O)C(Cc1ccccc1)Oc1ccc(NCc2ccccc2)cc1,Partial Agonist,13
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,300
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Partial Agonist,43.71
CHEMBL575075,COc1cc(OC)cc(-c2coc3cc(O)ccc3c2=O)c1,Partial Agonist,18.86
CHEMBL486176,O=c1c(-c2ccc3c(c2)OCO3)coc2cc(O)ccc12,Partial Agonist,26.94
CHEMBL583378,O=c1c(-c2ccc(F)cc2)coc2cc(O)ccc12,Partial Agonist,15.38
CHEMBL573966,COc1cccc(-c2coc3cc(O)ccc3c2=O)c1,Partial Agonist,22.29
CHEMBL594034,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@@H](C(=O)O)n2nccn2)cc1,Full Agonist,0.013
CHEMBL593796,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)n2nccn2)cc1,Full Agonist,0.015
CHEMBL593801,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@@H](C(=O)O)n2cccn2)cc1,Full Agonist,0.065
CHEMBL477095,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,0.14
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.223
CHEMBL605088,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)n2cccn2)cc1,Full Agonist,0.228
CHEMBL593087,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2ccsc2)cc1,Full Agonist,0.399
CHEMBL604491,Cc1cc(C(Cc2ccc(CCCc3nc(-c4ccccc4)oc3C)cc2)C(=O)O)no1,Full Agonist,1.9
CHEMBL603538,Cc1cc(C(Cc2ccc(CCCc3nc(-c4ccccc4)oc3C)cc2)C(=O)O)on1,Full Agonist,3.8
CHEMBL596544,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@H](C(=O)O)n2cccn2)cc1,Partial Agonist,20
CHEMBL593320,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@H](C(=O)O)n2nccn2)cc1,Partial Agonist,20
CHEMBL605520,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@H](C(=O)O)n2cncn2)cc1,Partial Agonist,30
CHEMBL595440,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@H](C(=O)O)n2ccnn2)cc1,Partial Agonist,30
CHEMBL591539,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,Full Agonist,1.9
CHEMBL591347,CCCCc1cccc(/C(C)=N/OCCCCO/N=C(/CCC(=O)O)c2ccccc2)c1,Full Agonist,0.2
CHEMBL591348,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1cccc(-c2ccccc2)c1,Full Agonist,0.1
CHEMBL589256,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc2ccccc2c1,Full Agonist,0.2
CHEMBL592234,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc2c(c1)CCCC2,Full Agonist,0.2
CHEMBL592235,COc1ccc(/C(C)=N/OCCCCO/N=C(/CCC(=O)O)c2ccccc2)cc1OC,Full Agonist,0.8
CHEMBL592236,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc(C)c(C)c1,Full Agonist,1
CHEMBL603612,COc1cc(/C(C)=N/OCCCCO/N=C(/CCC(=O)O)c2ccccc2)ccc1C,Full Agonist,1.6
CHEMBL589747,COc1cc(/C(C)=N/OCCCCO/N=C(/CCC(=O)O)c2ccccc2)ccc1F,Full Agonist,0.7
CHEMBL592054,Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1,Full Agonist,0.004
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,2.02
CHEMBL601678,CCCc1nc2ccc(C(=O)NC(CC)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.9
CHEMBL601861,CCC(C(=O)Nc1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Agonist,0.338
CHEMBL590984,CCCc1c(SC)c2ccc(NC(=O)C(CC)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.201
CHEMBL606425,CCC(NC(=O)c1ccc2cc(C)n(Cc3ccc(-c4ccccc4C(=O)O)cc3)c2c1)c1ccccc1,Full Agonist,0.163
CHEMBL602469,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3)cc12,Full Agonist,0.047
CHEMBL602670,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCCCc3ccccc3)cc12,Full Agonist,0.022
CHEMBL602263,CCC(NC(=O)c1ccc2c(c1)cc(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Agonist,0.017
CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,Full Agonist,0.006
CHEMBL590983,CCCc1c(SC)c2cc(NC(=O)C(CC)c3ccccc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.003
CHEMBL601222,CCCc1cc2cc(NC(=O)C(CC)c3ccccc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.002
CHEMBL606422,CCC(NC(=O)c1ccc2c(c1)c(SC)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Agonist,0.001
CHEMBL602468,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Agonist,0.0008
CHEMBL591055,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc(F)cc1,Full Agonist,1.4
CHEMBL606462,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc(C)cc1,Full Agonist,2.1
CHEMBL591533,COc1ccc(/C(C)=N/OCCCCO/N=C(/CCC(=O)O)c2ccccc2)cc1,Full Agonist,1.1
CHEMBL591534,C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc(C(F)(F)F)cc1,Full Agonist,1.4
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.03
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.1
CHEMBL1081073,O=C1NC(=S)S/C1=C\c1ccc(OCCCN2CCCCC2)cc1,Partial Agonist,100
CHEMBL1081756,Cc1ccc(-c2csc(COc3ccc(OCC(=O)O)c(C)c3)n2)cc1,Partial Agonist,10
CHEMBL1079488,COc1ccc(-c2csc(COc3ccc(OCC(=O)O)c(C)c3)n2)cc1,Partial Agonist,10
CHEMBL1075772,Cc1cc(OCc2nc(-c3ccc(Cl)cc3)cs2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1079489,Cc1cc(OCc2nc(-c3ccc(-c4ccccc4)cc3)cs2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1081424,Cc1cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)cs2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1081591,Cc1cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)c(C)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1079503,Cc1cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)c(-c3ccc(C(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1079504,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccccc2)cc1,Partial Agonist,10
CHEMBL1081602,Cc1cc(OCc2nc(-c3ccc(Cl)cc3)c(-c3ccccc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075856,Cc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2C)cc1,Partial Agonist,10
CHEMBL1081603,COc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2C)cc1,Partial Agonist,10
CHEMBL1081949,Cc1cc(OCc2nc(C)c(-c3ccc(Cl)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1082116,Cc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2cccnc2)cc1,Partial Agonist,10
CHEMBL1080025,Cc1cc(OCc2nc(-c3ccccc3)c(-c3ccccc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075893,Cc1cc(OCc2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080026,Cc1cc(OCc2nc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080532,COc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2ccccc2)cc1,Partial Agonist,10
CHEMBL1080533,Cc1cc(OCc2nc(-c3ccccc3)c(-c3ccc(Cl)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1079646,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(Cl)cc2)cc1,Partial Agonist,10
CHEMBL1081749,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1081750,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2cccc(C(F)(F)F)c2)cc1,Partial Agonist,10
CHEMBL1081751,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccccc2C(F)(F)F)cc1,Partial Agonist,10
CHEMBL1081763,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1081764,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(SC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1081926,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(Cl)nc2)cc1,Partial Agonist,10
CHEMBL1079668,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC)c(Cl)c2)cc1,Partial Agonist,10
CHEMBL1081600,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(Cl)cc2)cc1,Partial Agonist,10
CHEMBL1081601,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(C(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1081771,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2cccc(C(F)(F)F)c2)cc1,Partial Agonist,10
CHEMBL1082114,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1080355,CCCc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2ccc(OC)cc2)cc1,Partial Agonist,10
CHEMBL1080356,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(C(C)(C)C)cc2)cc1,Partial Agonist,10
CHEMBL1082137,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(-c3ccccc3)cc2)cc1,Partial Agonist,10
CHEMBL1080708,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2cccc3ccccc23)cc1,Partial Agonist,10
CHEMBL1079449,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc3ccccc3c2)cc1,Partial Agonist,10
CHEMBL1079617,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2cnc3ccccc3c2)cc1,Partial Agonist,10
CHEMBL1079618,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2cc3ccccc3o2)cc1,Partial Agonist,10
CHEMBL1079739,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2/C=C/c2ccccc2)cc1,Partial Agonist,10
CHEMBL1076151,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(-c3ccccc3)c(C(F)(F)F)c2)cc1,Partial Agonist,10
CHEMBL1079910,CCCc1ccc(-c2oc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2ccc(OC)cc2)cc1,Partial Agonist,10
CHEMBL1079911,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(-c3ccccc3)cc2)cc1,Partial Agonist,10
CHEMBL1082089,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2cnc3ccccc3c2)cc1,Partial Agonist,10
CHEMBL1081729,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(Cl)c(Cl)c2)cc1,Partial Agonist,10
CHEMBL1075732,Cc1cc(OCc2nc(-c3ccc(C(=O)N(C)C(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Full Agonist,0.6
CHEMBL1075723,Cc1cc(OCc2nc(-c3ccc(C(=O)N(C)C(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Full Agonist,1.2
CHEMBL1075724,Cc1cc(OCc2nc(-c3ccc(C(=O)N4CCCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Full Agonist,1.56
CHEMBL1081730,Cc1cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1076175,Cc1cc(OCc2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080821,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1F,Partial Agonist,10
CHEMBL1081004,COc1cccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)c1,Partial Agonist,10
CHEMBL1079925,CCOc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1080108,CCCOc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1080188,CCCCOc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1080349,Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1081962,CCC(C)Oc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1080535,Cc1cc(OCc2nc(-c3ccc(OCC(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075682,Cc1cc(OCc2nc(-c3ccc(OC4CCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080368,Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075683,Cc1cc(OCc2nc(-c3ccc(OC4CCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080369,Cc1cc(OCc2nc(-c3ccc4c(c3)OCO4)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1079965,Cc1cc(OCc2nc(-c3ccc4c(c3)OCCO4)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075703,Cc1cc(OCc2nc(-c3ccc4c(c3)OCCCO4)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080143,CCN(CC)c1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1075704,Cc1cc(OCc2nc(-c3ccc(N4CCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075705,Cc1cc(OCc2nc(-c3ccc(N4CCCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075706,Cc1cc(OCc2nc(-c3ccc(N4CCOCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080873,Cc1cc(OCc2nc(-c3ccc(NS(C)(=O)=O)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1081223,Cc1cc(OCc2nc(-c3ccc4[nH]c(=O)oc4c3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1081224,Cc1cc(OCc2nc(-c3ccc(C(=O)N(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075725,Cc1cc(OCc2nc(-c3ccc(C(=O)N4CCCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080365,Cc1cc(OCc2nc(-c3cnc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Full Agonist,0.98
CHEMBL1075895,Cc1cc(OCc2nc(-c3cnc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Full Agonist,1.03
CHEMBL1075894,Cc1cc(OCc2nc(-c3ccc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Full Agonist,2.49
CHEMBL1080699,Cc1cc(OCc2nc(-c3ccc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Partial Agonist,70
CHEMBL1081391,Cc1cc(OCc2nc(-c3cccnc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1079821,Cc1cc(OCc2nc(-c3cncnc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1079983,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cn1,Partial Agonist,10
CHEMBL1079984,COc1ncc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cn1,Partial Agonist,10
CHEMBL1079505,Cc1cc(OCc2nc(-c3ccc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080172,Cc1cc(OCc2nc(-c3cnc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075835,Cc1cc(OCc2nc(-c3ccc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1075836,Cc1cc(OCc2nc(-c3cnc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1080173,Cc1cc(OCc2nc(-c3cccnc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1082117,Cc1cc(OCc2nc(-c3cncnc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL1082118,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC(F)(F)F)cc2)cn1,Partial Agonist,10
CHEMBL1080184,COc1ncc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC(F)(F)F)cc2)cn1,Partial Agonist,10
CHEMBL1079669,CCOC(Cc1ccc(OCc2nc(-c3ccc(OC)cc3)c(-c3ccc(C(F)(F)F)cc3)s2)cc1)C(=O)O,Full Agonist,1.31
CHEMBL1080366,COc1ccc(-c2nc(COc3ccc(OCC(=O)O)cc3)sc2-c2ccc(C(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1079981,COc1ccc(-c2nc(COc3cccc(OCC(=O)O)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,Partial Agonist,10
CHEMBL1079982,COc1ccc(-c2nc(COc3ccccc3OCC(=O)O)sc2-c2ccc(C(F)(F)F)cc2)cc1,Partial Agonist,10
